Experiment,Participant,Gender,CodedGender,AgeGroup,Age,Condition,Group,OS,Category,Cue,Target,AltTarget1,AltTarget2,AltTarget3,StudyTrial,Recall_RESP,Recall_ACC,Recall_Err,RKN_RESP,RKN_RT,FOK_RESP,FOK_RT,RecallTrial,Recog_ACC,Recog_RESP,Recog_RT,RCJ_RESP,RCJ_RT,RecogTrial,Orig_File,Flag,Cycle,CycleTrial
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ALWAYS,CRISP,EXACT, CAIN, PRAISE,0,,0,Omm,3,2.163,49.44444444,3.846,0,1,CorrectRecog,2.028,10.33333333,1.873,34,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,0
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEVER,WORK,ITCH, TELEVISION, BEAUTIFUL,1,,0,Omm,3,1.582,4.777777778,1.739,1,0,Alt1Recog,4.876,7.777777778,1.73,22,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,1
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BURST,TALL,DOWN, MARRIAGE, HAPPY,2,tall,1,Correct,1,1.797,80.44444444,3.579,2,1,CorrectRecog,1.711,99.22222222,2.712,27,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,2
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,QUESTION,LOSER,CRISP, FAST, PASS,3,,0,Omm,3,2.274,0.444444444,2.458,3,1,CorrectRecog,2.745,98.77777778,2.174,35,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,3
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,RUSH,SORE,GUILTY, PRODUCTIVE, HOLLYWOOD,4,down,0,Comm,3,1.456,6.777777778,1.325,4,0,Alt2Recog,2.331,0.333333333,5.19,9,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,4
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PEST,BELOW,GUILTY, STRAIGHT, CHRISTMAS,5,,0,Omm,3,1.371,4.444444444,4.863,5,0,Alt1Recog,2.462,99.77777778,2.223,11,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,5
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEGATIVE,GUILTY,SWEEP, COMPROMISE, EFFORT,6,,0,Omm,3,1.762,7.555555556,2.212,6,1,CorrectRecog,2.43,11.33333333,2.19,30,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,6
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SWEET,READ,TAKE, REAL, PICASSO,7,apple,0,Comm,3,2.943,49.66666667,3.555,7,0,Alt3Recog,3.179,22.33333333,2.028,24,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,7
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DOT,SAND,SWEEP, SOUR, KIDNAPPER,8,,0,Omm,3,1.849,14.77777778,1.706,8,0,Alt2Recog,3.596,15.11111111,1.707,37,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,8
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,IDENTICAL,NOISE,MINUS, PROBLEM, SPORT,9,,0,Omm,3,1.361,5.555555556,1.922,9,0,Alt2Recog,3.765,10.88888889,2.364,7,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,0,9
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,MIRAGE,SOUR,SAND, WRONG, AGENCY,10,,0,Omm,3,1.295,1,2.098,10,0,Alt1Recog,3.313,16.33333333,1.94,25,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,0
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,EXCITEMENT,BOTHER,SHORT, ACADEMIC, STORE,11,,0,Omm,3,1.39,1.555555556,1.413,11,0,Alt3Recog,3.412,14.44444444,1.256,32,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,1
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BLOW,MINIMUM,COMPREHEND, HIT, HELPLESS,12,,0,Omm,3,1.146,13.22222222,1.646,12,0,Alt1Recog,5.444,25.11111111,2.374,3,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,2
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,AFTER,ABOVE,SOUR, LOG, PASS,13,,0,Omm,3,1.323,5.777777778,1.629,13,1,CorrectRecog,1.897,9,2.29,19,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,3
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PULL,SMILE,POSITIVE, PLETHORA, COUNSELOR,14,,0,Omm,3,1.56,5.666666667,1.655,14,0,Alt3Recog,3.711,7.555555556,1.778,20,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,4
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,WEARY,WEST,SMILE, FATHER, WORD,15,,0,Omm,3,1.423,29.33333333,1.713,15,1,CorrectRecog,1.56,99.44444444,3.141,2,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,5
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,RAIN,COMPREHEND,MINIMUM, PROPERTY, LUST,16,,0,Omm,3,1.712,19.11111111,1.414,16,0,Alt1Recog,4.762,48.88888889,1.743,38,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,6
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FORGET,FROWN,TALL, EXCEPT, VIOLENT,17,,0,Omm,3,1.505,3.444444444,1.473,17,1,CorrectRecog,2.862,12.33333333,2.059,14,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,7
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BEYOND,DENT,HEALTHY, MAN, CREDIT,18,,0,Omm,3,1.175,15.22222222,1.474,18,0,Alt1Recog,3.296,10.88888889,1.675,18,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,8
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FOUND,BEST,NEAR, WORK, TIMID,19,,0,Omm,3,1.573,22.55555556,2.474,19,0,Alt1Recog,3.246,7.333333333,2.223,15,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,1,9
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,THREAD,FREQUENT,SAND, BORING, ALSO,20,,0,Omm,3,1.244,7.888888889,1.43,20,0,,,8.888888889,2.258,0,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,0
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DISCOVERY,HEALTHY,SWEEP, NEW YORK, DISLIKE,21,,0,Omm,3,1.423,18,1.225,21,0,Alt3Recog,3.912,10.66666667,1.729,31,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,1
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,GAVEL,BEFORE,TAKE, SEX, THEATER,22,,0,Omm,3,1.23,2.111111111,1.272,22,0,Alt3Recog,4.081,10,2.024,8,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,2
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PRICK,INNOCENT,SOUR, JUDGE, COMPLETED,23,,0,Omm,3,1.523,11.11111111,1.205,23,0,Alt1Recog,3.394,50.33333333,2.68,23,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,3
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,EAST,SHORT,DENT, SHOW, THERE,24,,0,Omm,3,1.374,13.11111111,1.589,24,0,Alt2Recog,3.162,10.55555556,1.962,21,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,4
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,GIVE,DOWN,SWEEP, PAPER, LOTS,25,,0,Omm,3,1.329,7.444444444,1.705,25,1,CorrectRecog,3.796,12.11111111,1.872,33,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,5
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NAIL,CIRCLE,EXACT, SOUR, YOUNG,26,,0,Omm,3,1.173,13.11111111,1.324,26,0,Alt1Recog,4.278,16.11111111,2.091,5,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,6
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,WINNER,NEAR,DOWN, SEXUAL, NUMBERS,27,,0,Omm,3,1.457,4.666666667,1.289,27,1,CorrectRecog,5.347,10.88888889,2.056,36,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,7
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DEAD,REMEMBER,READ, TIMID, MODIFY,28,,0,Omm,3,1.211,11.88888889,1.514,28,0,Alt2Recog,5.247,5.888888889,1.894,16,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,8
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SADDLE,EXACT,CRISP, OPPOSITE, CARE,29,,0,Omm,3,1.379,11.11111111,1.991,29,0,Alt1Recog,4.081,14.22222222,2.061,26,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,2,9
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,OUTSIDE,POST,SWEEP, BUSINESS, ACHE,30,,0,Omm,3,1.291,2.666666667,1.6,30,1,CorrectRecog,3.08,13.66666667,2.34,4,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,0
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,CURIOUS,LOST,DENT, COUNSELOR, SLOW,31,,0,Omm,3,0.962,8.222222222,1.798,31,1,CorrectRecog,2.931,16.88888889,2.179,12,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,1
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,INSIDE,MINUS,LOSER, ARMY, WEAR,32,,0,Omm,3,1.446,11.11111111,1.212,32,0,Alt3Recog,2.881,10,2.292,6,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,2
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ANNOY,SCRATCH,HEALTHY, ARMY, HAPPY,33,,0,Omm,3,1.341,9.666666667,1.975,33,1,CorrectRecog,2.027,14,1.81,13,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,3
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SQUARE,TAKE,MINIMUM, NEXT, THRILL,34,,0,Omm,3,1.516,4.444444444,1.268,34,0,Alt3Recog,2.813,8.111111111,2.025,28,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,4
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,WORRY,UNDERGROUND,ABOVE, PROPERTY, BASIC,35,,0,Omm,3,1.297,8.777777778,1.326,35,0,Alt3Recog,4.145,5.666666667,2.16,1,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,5
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,UNDERSTAND,ITCH,FROWN, DEPENDENT, RESPONSE,36,,0,Omm,3,1.708,4,1.341,36,0,Alt3Recog,2.046,24.77777778,2.196,10,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,6
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,LEAST,SWEEP,NEAR, COURAGEOUS, ADDITION,37,,0,Omm,3,1.397,6.777777778,1.363,37,0,,,0.444444444,3.363,17,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,7
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PRECISE,PUSH,NOISE, RECEIVE, LECTURE,38,,0,Omm,3,1.222,15.77777778,1.263,38,0,Alt1Recog,2.062,28.11111111,1.706,39,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,8
oi_fok,21554824,female,1,YA,27,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FREEDOM,POSITIVE,MINIMUM, TALK, HAPPY,39,,0,Omm,,,,,39,1,CorrectRecog,2.331,14.77777778,1.825,29,PARTICIPANT_oi_fok_2020-10-05_12h58.44.254.csv,0,3,9
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,QUESTION,RAIN,GAVEL, TEENAGERS, GIVE,0,Socie,0,Comm,3,3.27524,0.1796875,2.29413,0,1,CorrectRecog,4.19515,99.67795139,3.960215,33,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,0
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SMILE,STRONG,NEAR, YES, BELLY,1,I,0,Comm,3,1.925875,0,1.646875,1,0,Alt1Recog,3.682575,67.16753472,2.158805,27,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,1
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEGATIVE,NAIL,PRICK, EMPTY, GUIDE,2,Ab,0,Comm,3,2.062055,1.076822917,4.19624,2,1,CorrectRecog,4.51182,64.71137153,1.84453,22,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,2
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,LEAST,WEST,WEARY, FIGHT, DRAW,3,West,1,Correct,1,3.345115,91.83289931,2.124045,3,0,Alt1Recog,2.64533,49.80989583,4.24465,31,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,3
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SOUR,BEFORE,BEFORE, IDOLIZE, MINE,4,East,0,Comm,3,2.86256,14.04644097,1.27572,4,0,Alt3Recog,3.764475,49.97699653,3.008655,16,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,4
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ITCH,PRICK,WORK, SCARLET, CONCISE,5,Prick,1,Correct,1,2.44636,96.20138889,1.328425,5,1,CorrectRecog,1.44491,98.45572917,2.111445,12,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,5
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,LOSER,FORGET,WORK, ME, CRAMP,6,forget,1,Correct,1,1.31352,94.37543403,3.53084,6,1,CorrectRecog,1.58228,99.46657986,3.206715,5,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,6
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,COMPREHEND,WEARY,INSIDE, UNABLE, CRUNCHES,7,Burst,0,Comm,1,1.74606,88.93576389,3.71731,7,1,CorrectRecog,4.228005,50.02951389,3.49343,32,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,7
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,CIRCLE,GIVE,NEAR, SLOWLY, PUT ON,8,Give,1,Correct,1,1.665135,99.97569444,2.163165,8,1,CorrectRecog,1.3303,99.91145833,1.74281,18,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,8
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,MINIMUM,CURIOUS,INSIDE, SLOW, PAIN,9,N,0,Comm,2,2.180405,99.67925347,1.496545,9,1,CorrectRecog,2.61102,99.36675347,1.810475,37,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,0,9
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,RUSH,IDENTICAL,POST, INDIANA JONES, ADVERTISEMENT,10,Identical,1,Correct,1,1.42883,98.87413194,1.40443,10,1,CorrectRecog,5.209665,55.99826389,2.978455,36,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,0
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,READ,AFTER,SWEEP, TO, GPA,11,After,1,Correct,1,1.59544,99.20486111,1.63079,11,1,CorrectRecog,1.942975,99.69704861,2.06307,19,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,1
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,MIRAGE,PULL,BEFORE, COVER, SORRY,12,pull,1,Correct,1,1.87892,99.91970486,1.197715,12,1,CorrectRecog,1.844675,99.26866319,1.97976,17,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,2
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,UNDERSTAND,BURST,BEST, RECEIVE, TELL,13,ques,0,Comm,2,2.195,87.6484375,1.979855,13,1,CorrectRecog,2.56064,99.77256944,2.21294,24,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,3
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SWEET,THREAD,WEARY, PRICE, ACHE,14,,0,Omm,3,2.178135,99.56206597,4.911145,14,0,Alt1Recog,2.64402,0.301215278,6.39243,10,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,4
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DOT,WINNER,NAIL, ABILITY, ADVERTISEMENT,15,Winter,0,Comm,,,100,3.045045,15,1,CorrectRecog,1.509665,99.81206597,2.81181,6,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,5
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SADDLE,GAVEL,NEVER, ANSWER, DULL,16,Gavel,1,Correct,1,4.27983,99.86067708,2.3451,16,1,CorrectRecog,2.859965,98.94574653,2.67617,1,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,6
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FREEDOM,DOWN,PRICK, ACADEMIC, EXCEPT,17,Down,1,Correct,1,1.646355,99.84592014,1.346305,17,1,CorrectRecog,2.062115,98.93836806,1.828115,15,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,7
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FREQUENT,PRECISE,WORK, LAVISH, INTESTINE,18,Precise,1,Correct,1,1.32961,99.88020833,2.64475,18,1,CorrectRecog,1.645095,99.61241319,2.242165,26,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,8
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FROWN,NEVER,LOST, OVERWHELMING, FAIL,19,never,1,Correct,2,4.1958,92.49826389,2.1129,19,1,CorrectRecog,3.176915,92.76258681,2.075955,2,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,1,9
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DISCOVERY,MAXIMUM,REMEMBER, MINE, MAN,20,Maximum,1,Correct,1,3.42593,,,20,1,CorrectRecog,1.2109,99.75651042,2.64711,34,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,0
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ANNOY,REMEMBER,INNOCENT, SPEAK, PEOPLE,21,Remember,1,Correct,1,1.54447,99.32638889,1.712925,21,1,CorrectRecog,1.47848,98.16189236,2.545195,13,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,1
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ALWAYS,INSIDE,NEAR, EXPLORER, EXCEPT,22,,0,Omm,3,1.511115,87.5625,2.079905,22,1,CorrectRecog,3.87868,99.20225694,2.04157,14,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,2
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,OUTSIDE,BEST,MAXIMUM, EXPLORER, TIRED,23,Best,1,Correct,1,1.84517,99.73307292,1.748515,23,0,Alt1Recog,5.46117,0.735677083,3.42512,38,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,3
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,GUILTY,ANSWER,CURIOUS, OUT, GUIDE,24,,0,Omm,3,2.310875,95.72309028,0.996905,24,1,CorrectRecog,5.344995,49.98046875,1.860485,25,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,4
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SHORT,EXCITEMENT,INNOCENT, FREE, GAME,25,e,0,Comm,3,1.961875,71.69965278,2.096155,25,1,CorrectRecog,3.544485,99.51171875,4.04379,3,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,5
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BEYOND,SCRATCH,RAIN, MISHAP, CALCULATOR,26,Scratcj,1,Correct,1,3.06239,99.74479167,1.729645,26,1,CorrectRecog,2.128185,,,4,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,6
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NOISE,LOST,EXCITEMENT, AGENCY, DROP,27,Lost,1,Correct,1,1.36201,99.78515625,2.59651,27,1,CorrectRecog,1.42948,99.99913194,1.97547,23,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,7
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,UNDERGROUND,EXACT,INSIDE, FIT, START,28,exact,1,Correct,1,1.59472,99.52864583,1.365265,28,1,CorrectRecog,1.426425,99.96614583,2.295,30,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,8
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,TALL,POST,RAIN, TEST, CHOICE,29,post,1,Correct,1,1.698165,99.56293403,1.400335,29,1,CorrectRecog,1.7459,99.79774306,1.928585,29,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,2,9
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,NEEDLE,INNOCENT,STRONG, BUSINESS, QUIET,30,Innocence,1,Correct,1,1.7277,99.71657986,1.38031,30,1,CorrectRecog,2.661555,99.46961806,2.04297,9,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,0
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,POSITIVE,SAND,STRONG, WORD, ACT,31,,0,Omm,3,2.46287,75.88107639,2.226135,31,1,CorrectRecog,4.27923,77.18098958,2.62745,39,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,1
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,SORE,NEAR,BEST, ACT, WORK,32,e,0,Comm,3,1.563805,69.49088542,1.46345,32,1,CorrectRecog,2.94612,49.92447917,5.060695,20,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,2
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ACQUIRE,MINUS,WEARY, AGENCY, SING,33,minus,1,Correct,1,1.46385,99.85416667,1.34699,33,1,CorrectRecog,2.5114,99.60850694,2.395105,28,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,3
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,ABOVE,SQUARE,NEVER, FORNICATION, THEATER,34,,0,Omm,3,2.031455,68.18967014,1.07827,34,1,CorrectRecog,2.428455,98.06987847,2.442475,8,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,4
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BELOW,EAST,BEFORE, NOT, PRODUCTIVE,35,,0,Omm,3,1.244665,64.98697917,1.188855,35,0,,,50.21918403,5.17445,0,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,5
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,FOUND,SWEEP,NAIL, MATH, ANSWER,36,Lost,0,Comm,3,1.62724,62.85329861,1.745745,36,1,CorrectRecog,1.80986,99.56597222,2.713635,21,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,6
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,PUSH,BLOW,SAND, SHOWER, SING,37,Blow,1,Correct,1,2.863515,98.47699653,1.728205,37,1,CorrectRecog,1.42905,99.078125,2.24176,11,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,7
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,BOTHER,WORK,BURST, PLETHORA, DULL,38,,0,Omm,2,2.092705,93.75173611,2.280205,38,1,CorrectRecog,4.875805,77.42230903,3.943905,35,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,8
oi_fok,56538710,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,DENT,PEST,IDENTICAL, PROBLEM, FEE,39,Pest,1,Correct,1,2.179935,99.83854167,1.429945,39,1,CorrectRecog,1.66157,98.87065972,2.62818,7,PARTICIPANT_oi_fok_2020-08-28_19h48.20.209.csv,0,3,9
oi_fok,60930640,Male,0,YA,19,Unrelated,YA - Unrelated,MacIntel,UNRELATED,UNDERSTAND,BLOW,INSIDE, TELL, GPA,0,,0,Omm,,,,,0,1,CorrectRecog,2.06689,99.51316551,3.005945,31,PARTICIPANT_oi_fok_2020-08-30_13h24.49.728.csv,1,0,0
